0	1517
1	1534
2	1557
3	1519
4	1547
5	1529
6	1524
7	1562
8	1547
9	1544
10	1493
11	1452
12	1522
13	1504
14	1519
15	1510
16	1521
17	1533
18	1465
19	1510
20	1497
21	1597
22	1518
23	1544
24	1559
25	1572
27	1602
28	1570
39	1532
41	1550
42	1625
43	1558
44	1533
45	1545
46	1514
47	1511
48	1528
49	1546
50	1511
51	1533
52	1513
53	1522
54	1532
55	1544
56	1602
57	1530
58	1522
59	1549
60	1565
61	1567
62	1518
63	1531
64	1516
65	1546
66	1551
67	1471
68	1485
69	1516
70	1557
71	1559
72	1582
73	1552
74	1520
75	1513
76	1545
77	1599
78	1557
79	1448
80	1574
81	1544
82	1531
83	1544
84	1567
85	1549
86	1533
87	1553
88	1544
89	1625
90	1569
91	1499
92	1504
93	1506
94	1531
95	1530
96	1505
97	1528
98	1517
99	1528
100	1531
101	1512
102	1549
103	1573
104	1499
105	1601
106	1532
107	1514
108	1582
109	1553
110	1514
111	1556
112	1497
113	1526
114	1553
115	1529
116	1518
117	1524
118	1571
119	1562
120	1501
121	1532
122	1518
123	1539
124	1560
125	1605
126	1585
127	1485
128	1528
129	1513
130	1504
131	1551
132	1531
133	1550
134	1507
135	1527
136	1527
137	1538
138	1513
139	1566
140	1507
141	1503
142	1504
143	1525
144	1508
145	1531
146	1543
147	1567
148	1560
149	1575
150	1550
151	1510
152	1504
153	1543
154	1530
155	1517
156	1552
157	1564
158	1563
159	1537
160	1500
161	1519
162	1532
163	1529
164	1625
165	1532
166	1506
167	1494
168	1515
169	1543
170	1581
171	1547
172	1528
173	1520
174	1546
175	1550
176	1533
177	1500
178	1541
179	1506
180	1533
181	1531
182	1499
183	1552
184	1496
185	1550
186	1527
187	1536
188	1625
189	1402
190	1561
191	1507
192	1508
193	1541
194	1527
195	1511
196	1599
197	1515
198	1526
199	1504
200	1504
201	1543
202	1486
203	1598
204	1520
205	1571
206	1447
207	1507
208	1504
209	1536
210	1545
211	1537
212	1530
213	1556
214	1578
215	1533
216	1496
217	1542
218	1503
219	1521
220	1562
221	1493
222	1526
223	1485
224	1520
225	1506
226	1511
227	1495
228	1551
229	1537
230	1567
231	1548
232	1535
233	1493
234	1535
235	1441
236	1521
237	1452
238	1528
239	1535
240	1522
241	1538
242	1514
243	1522
244	1534
245	1549
246	1569
247	1560
248	1568
249	1625
250	1625
251	1508
252	1595
253	1508
254	1548
255	1519
256	1610
257	1539
258	1531
259	1540
260	1512
261	1512
262	1553
263	1548
264	1524
265	1545
266	1501
267	1514
268	1600
269	1518
270	1522
271	1542
272	1572
273	1533
274	1568
275	1569
276	1510
277	1544
278	1552
279	1522
280	1531
281	1573
282	1513
283	1511
284	1513
285	1560
286	1518
287	1546
288	1523
289	1522
290	1516
291	1510
292	1573
293	1515
294	1509
295	1544
296	1542
297	1500
298	1497
299	1508
300	1523
301	1501
302	1492
303	1510
304	1516
305	1537
306	1511
307	1511
308	1554
309	1489
310	1566
312	1532
313	1607
314	1590
317	1625
320	1537
321	1509
322	1516
323	1625
324	1542
325	1550
326	1582
327	1538
328	1550
329	1496
330	1512
331	1530
332	1516
333	1513
334	1484
335	1505
336	1498
337	1503
338	1527
339	1530
340	1516
341	1544
342	1553
343	1541
344	1486
345	1508
346	1528
347	1536
348	1522
349	1597
350	1559
351	1600
352	1564
367	1547
368	1558
369	1545
370	1564
371	1531
372	1594
373	1536
374	1527
375	1552
376	1596
377	1528
378	1505
379	1537
380	1527
381	1515
382	1566
383	1515
384	1525
385	1557
386	1512
387	1480
388	1506
389	1511
390	1514
391	1534
392	1531
393	1527
394	1572
395	1513
396	1508
397	1594
398	1591
399	1579
403	1532
404	1546
406	1624
407	1531
409	1550
410	1546
411	1552
412	1527
413	1548
414	1625
415	1526
416	1548
417	1491
418	1532
419	1508
420	1550
421	1517
422	1506
423	1540
424	1560
425	1510
426	1531
427	1531
428	1539
429	1550
430	1530
431	1454
432	1510
433	1508
434	1528
435	1514
436	1502
437	1542
438	1625
439	1484
440	1537
441	1525
442	1541
443	1572
444	1513
445	1499
446	1497
447	1500
448	1512
